,name,Website,street address,city,state,zipcode,Type,Size,private,funding,Associates (y=1/n=0)
2455,University of Kentucky,www.uky.edu,,Lexington,Kentucky,40506-0032,"4-year, Public",26054.0,Public,not-for-profit,0
2456,University of La Verne,www.ulv.edu,1950 Third St,La Verne,California,91750-4401,"4-year, Private not-for-profit",7511.0,Private,not-for-profit,0
2457,University of Louisiana at Lafayette,www.louisiana.edu,104 University Circle,Lafayette,Louisiana,70503,"4-year, Public",16320.0,Public,not-for-profit,0
2458,University of Louisiana Monroe,www.ulm.edu,700 University Avenue,Monroe,Louisiana,71209-0000,"4-year, Public",8754.0,Public,not-for-profit,0
2459,University of Louisville,www.louisville.edu,2301 S 3rd St,Louisville,Kentucky,40292-0001,"4-year, Public",20834.0,Public,not-for-profit,0
2460,University of Maine,www.umaine.edu/,,Orono,Maine,04469,"4-year, Public",11818.0,Public,not-for-profit,0
2461,University of Maine at Augusta,www.uma.edu/,46 University Dr,Augusta,Maine,04330-9410,"4-year, Public",4977.0,Public,not-for-profit,0
2462,University of Maine at Farmington,www.umf.maine.edu,224 Main St,Farmington,Maine,04938-9978,"4-year, Public",2174.0,Public,not-for-profit,0
2463,University of Maine at Fort Kent,www.umfk.maine.edu,23 University Drive,Fort Kent,Maine,04743-1292,"4-year, Public",1102.0,Public,not-for-profit,0
2464,University of Maine at Machias,www.umm.maine.edu,9 O'Brien Ave,Machias,Maine,04654-1397,"4-year, Public",1023.0,Public,not-for-profit,0
2465,University of Maine at Presque Isle,www.umpi.maine.edu,181 Main St,Presque Isle,Maine,04769-2888,"4-year, Public",1455.0,Public,not-for-profit,0
2466,University of Mary,www.umary.edu,7500 University Dr,Bismarck,Dakota,58504,"4-year, Private not-for-profit",2862.0,Private,not-for-profit,0
2467,University of Mary Hardin-Baylor,www.umhb.edu,900 College St,Belton,Texas,76513-2599,"4-year, Private not-for-profit",2648.0,Private,not-for-profit,0
2468,University of Mary Washington,www.umw.edu,1301 College Ave,Fredericksburg,Virginia,22401-5300,"4-year, Public",5084.0,Public,not-for-profit,0
2469,University of Maryland Eastern Shore,www.umes.edu,J.T. Williams Hall,Princess Anne,Maryland,21853-1299,"4-year, Public",4290.0,Public,not-for-profit,0
2470,University of Maryland-Baltimore,www.umaryland.edu,520 West Lombard Street,Baltimore,Maryland,21201-1627,"4-year, Public",6156.0,Public,not-for-profit,0
2471,University of Maryland-Baltimore County,www.umbc.edu,1000 Hilltop Circle,Baltimore,Maryland,21250,"4-year, Public",12268.0,Public,not-for-profit,0
2472,University of Maryland-College Park,www.umd.edu,,College Park,Maryland,20742,"4-year, Public",37000.0,Public,not-for-profit,0
2473,University of Maryland-University College,www.umuc.edu,3501 University Blvd East,Adelphi,Maryland,20783-8010,"4-year, Public",34172.0,Public,not-for-profit,0
2474,University of Massachusetts Amherst,www.umass.edu,,Amherst,Massachusetts,01003,"4-year, Public",26359.0,Public,not-for-profit,0
2475,University of Massachusetts Medical School Worcester,www.umassmed.edu,55 Lake Ave North,Worcester,Massachusetts,01655,"4-year, Public",1025.0,Public,not-for-profit,0
2476,University of Massachusetts-Boston,www.umb.edu,100 Morrissey Blvd,Boston,Massachusetts,02125-3393,"4-year, Public",14117.0,Public,not-for-profit,0
2477,University of Massachusetts-Dartmouth,www.umassd.edu,285 Old Westport Rd,North Dartmouth,Massachusetts,02747-2300,"4-year, Public",9155.0,Public,not-for-profit,0
2478,University of Massachusetts-Lowell,WWW.UML.EDU,1 University Ave,Lowell,Massachusetts,01854-5104,"4-year, Public",12471.0,Public,not-for-profit,0
2479,University of Medicine and Dentistry of New Jersey,www.umdnj.edu,Room 1441,Newark,Jersey,07101-1709,"4-year, Public",5906.0,Public,not-for-profit,0
2480,University of Memphis,www.memphis.edu,,Memphis,Tennessee,38152,"4-year, Public",20220.0,Public,not-for-profit,0
2481,University of Miami,www.miami.edu/,University of Miami,Coral Gables,Florida,33124,"4-year, Private not-for-profit",15323.0,Private,not-for-profit,0
2482,University of Michigan-Ann Arbor,www.umich.edu,,Ann Arbor,Michigan,48109,"4-year, Public",41028.0,Public,not-for-profit,0
2483,University of Michigan-Dearborn,www.umd.umich.edu/,4901 Evergreen Rd,Dearborn,Michigan,48128-1491,"4-year, Public",8311.0,Public,not-for-profit,0
2484,University of Michigan-Flint,www.umflint.edu,303 E Kearsley,Flint,Michigan,48502-1950,"4-year, Public",7260.0,Public,not-for-profit,0
2485,University of Minnesota-Crookston,www.umcrookston.edu/,2900 University Ave,Crookston,Minnesota,56716-5001,"4-year, Public",2199.0,Public,not-for-profit,0
2486,University of Minnesota-Duluth,www.d.umn.edu/,515 Darland Administration Bldg,Duluth,Minnesota,55812,"4-year, Public",11366.0,Public,not-for-profit,0
2487,University of Minnesota-Morris,www.morris.umn.edu/,309 Behmler Hall,Morris,Minnesota,56267,"4-year, Public",1607.0,Public,not-for-profit,0
2488,University of Minnesota-Twin Cities,www1.umn.edu/twincities/index.php,100 Church Street SE,Minneapolis,Minnesota,55455-0213,"4-year, Public",51140.0,Public,not-for-profit,0
2489,University of Mississippi Main Campus,www.olemiss.edu,Mississippi,University,Mississippi,38677-1848,"4-year, Public",15289.0,Public,not-for-profit,0
2490,University of Mississippi Medical Center,www.umc.edu,2500 N State St,Jackson,Mississippi,39216-4505,"4-year, Public",2266.0,Public,not-for-profit,0
2491,University of Missouri-Columbia,www.missouri.edu/,105 Jesse Hall,Columbia,Missouri,65211,"4-year, Public",30130.0,Public,not-for-profit,0
2492,University of Missouri-Kansas City,www.umkc.edu/,5100 Rockhill Rd,Kansas City,Missouri,64110,"4-year, Public",14481.0,Public,not-for-profit,0
2493,University of Missouri-St Louis,www.umsl.edu/,One University Boulevard,Saint Louis,Missouri,63121-4400,"4-year, Public",15741.0,Public,not-for-profit,0
2494,University of Mobile,www.umobile.edu,5735 College Parkway Drive,Mobile,Alabama,36613-2842,"4-year, Private not-for-profit",1600.0,Private,not-for-profit,0
2495,University of Montevallo,www.montevallo.edu,Station 6001,Montevallo,Alabama,35115-6000,"4-year, Public",3023.0,Public,not-for-profit,0
2496,University of Nebraska at Kearney,www.unk.edu,905 W 25th St,Kearney,Nebraska,68849-1212,"4-year, Public",6543.0,Public,not-for-profit,0
2497,University of Nebraska at Omaha,www.unomaha.edu,6001 Dodge St,Omaha,Nebraska,68182-0225,"4-year, Public",14213.0,Public,not-for-profit,0
2498,University of Nebraska Medical Center,www.unmc.edu,987815 Nebraska Medical Ctr,Omaha,Nebraska,68198-7815,"4-year, Public",3194.0,Public,not-for-profit,0
2499,University of Nebraska-Lincoln,www.unl.edu/,14th and R St,Lincoln,Nebraska,68588,"4-year, Public",23573.0,Public,not-for-profit,0
2500,University of Nevada-Las Vegas,www.unlv.edu,4505 S Maryland Pky,Las Vegas,Nevada,89154,"4-year, Public",28600.0,Public,not-for-profit,0
2501,University of Nevada-Reno,www.unr.edu,,Reno,Nevada,89557,"4-year, Public",16867.0,Public,not-for-profit,0
2502,University of New England,WWW.UNE.EDU,11 Hills Beach Rd,Biddeford,Maine,04005,"4-year, Private not-for-profit",4267.0,Private,not-for-profit,0
2503,University of New Hampshire at Manchester,www.unhm.unh.edu,400 Commercial Street,Manchester,Hampshire,03101-1113,"4-year, Public",1058.0,Public,not-for-profit,0
2504,University of New Hampshire-Main Campus,www.unh.edu,Thompson Hall,Durham,Hampshire,03824-3547,"4-year, Public",14898.0,Public,not-for-profit,0
2505,University of New Haven,www.newhaven.edu,300 Boston Post Road,West Haven,Connecticut,06516,"4-year, Private not-for-profit",5233.0,Private,not-for-profit,0
2506,University of New Mexico-Main Campus,www.unm.edu,,Albuquerque,Mexico,87131-0001,"4-year, Public",25754.0,Public,not-for-profit,0
2507,University of New Orleans,www.uno.edu,2000 Lakeshore Drive,New Orleans,Louisiana,70148,"4-year, Public",11428.0,Public,not-for-profit,0
2508,University of North Alabama,www.una.edu,One Harrison Plaza,Florence,Alabama,35632-0001,"4-year, Public",7203.0,Public,not-for-profit,0
2509,University of North Carolina at Asheville,www.unca.edu,One University Hts,Asheville,Carolina,28804-8510,"4-year, Public",3629.0,Public,not-for-profit,0
2510,University of North Carolina at Chapel Hill,www.unc.edu,103 South Bldg Cb 9100,Chapel Hill,Carolina,27599,"4-year, Public",28567.0,Public,not-for-profit,0
2511,University of North Carolina at Charlotte,www.uncc.edu,9201 University City Blvd,Charlotte,Carolina,28223-0001,"4-year, Public",23300.0,Public,not-for-profit,0
2512,University of North Carolina at Greensboro,www.uncg.edu,1000 Spring Garden St,Greensboro,Carolina,27402-6170,"4-year, Public",19976.0,Public,not-for-profit,0
2513,University of North Carolina at Pembroke,www.uncp.edu,One University Drive,Pembroke,Carolina,28372-1510,"4-year, Public",6303.0,Public,not-for-profit,0
2514,University of North Carolina School of the Arts,www.ncarts.edu,1533 South Main St.,Winston-Salem,Carolina,27117-2189,"4-year, Public",879.0,Public,not-for-profit,0
2515,University of North Carolina-Wilmington,www.uncw.edu,601 South College Road,Wilmington,Carolina,28403-5963,"4-year, Public",12643.0,Public,not-for-profit,0
2516,University of North Dakota,www.und.edu,University Station,Grand Forks,Dakota,58202-8193,"4-year, Public",12748.0,Public,not-for-profit,0
2517,University of North Florida,www.unf.edu,1 UNF Drive,Jacksonville,Florida,32224-2645,"4-year, Public",15280.0,Public,not-for-profit,0
2518,University of North Texas,www.unt.edu,Chestnut Ave.,Denton,Texas,76203-1277,"4-year, Public",34830.0,Public,not-for-profit,0
2519,University of North Texas Health Science Center,www.hsc.unt.edu,3500 Camp Bowie Blvd,Forth Worth,Texas,76107-2699,"4-year, Public",1225.0,Public,not-for-profit,0
2520,University of Northern Colorado,www.unco.edu,Carter Hall - Rm 4000,Greeley,Colorado,80639,"4-year, Public",12498.0,Public,not-for-profit,0
2521,University of Northern Iowa,www.uni.edu,1222 W 27th St,Cedar Falls,Iowa,50614,"4-year, Public",12998.0,Public,not-for-profit,0
2522,University of Northwestern Ohio,www.unoh.edu,1441 N Cable Rd,Lima,Ohio,45805,"4-year, primarily associate's, Private not-for-profit",3492.0,Private,0,1
2523,University of Notre Dame,www.nd.edu,,Notre Dame,Indiana,46556,"4-year, Private not-for-profit",11731.0,Private,not-for-profit,0
2524,University of Oklahoma Health Sciences Center,www.ouhsc.edu,1100 N Lindsay,Oklahoma City,Oklahoma,73104-5499,"4-year, Public",3926.0,Public,not-for-profit,0
2525,University of Oklahoma Norman Campus,www.ou.edu,660 Parrington Oval,Norman,Oklahoma,73019-3072,"4-year, Public",26140.0,Public,not-for-profit,0
2526,University of Oregon,www.uoregon.edu,110 Johnson Hall,Eugene,Oregon,97403,"4-year, Public",21452.0,Public,not-for-profit,0
2527,University of Pennsylvania,www.upenn.edu,1 College Hall 34th and Spruce Sts,Philadelphia,Pennsylvania,19104-6303,"4-year, Private not-for-profit",24107.0,Private,not-for-profit,0
2528,University of Phoenix-Atlanta Campus,www.phoenix.edu,Suite 300,Dunwoody,Georgia,30350-4153,"4-year, Private for-profit",1658.0,Private,for profit,0
2529,University of Phoenix-Augusta Campus,www.phoenix.edu,3150 Perimeter Parkway,Augusta,Georgia,30909-4583,"4-year, Private for-profit",905.0,Private,for profit,0
2530,University of Phoenix-Austin Campus,www.phoenix.edu,10801-2 N. MoPac Suite 300,Austin,Texas,78759-5459,"4-year, Private for-profit",464.0,Private,for profit,0
2531,University of Phoenix-Bay Area Campus,www.phoenix.edu,Suite 130,Pleasanton,California,94588-3677,"4-year, Private for-profit",2344.0,Private,for profit,0
2532,University of Phoenix-Birmingham Campus,www.phoenix.edu,100 Corporate Drive Ste 150,Birmingham,Alabama,35242-2928,"4-year, Private for-profit",178.0,Private,for profit,0
2533,University of Phoenix-Boston Campus,www.phoenix.edu,Suite 201,Braintree,Massachusetts,02184-4949,"4-year, Private for-profit",391.0,Private,for profit,0
2534,University of Phoenix-Central Florida Campus,www.phoenix.edu,Suite 400,Maitland,Florida,32751-7057,"4-year, Private for-profit",1637.0,Private,for profit,0
2535,University of Phoenix-Central Massachusetts Campus,www.phoenix.edu,One Research Drive,Westborough,Massachusetts,01581-3906,"4-year, Private for-profit",151.0,Private,for profit,0
2536,University of Phoenix-Central Valley Campus,www.phoenix.edu,45 Riverpark Place West Suite 300,Fresno,California,93720-1562,"4-year, Private for-profit",2328.0,Private,for profit,0
2537,University of Phoenix-Charlotte Campus,www.phoenix.edu/campus-locations/NC/Charlotte/charlotte.aspx,Suite 100,Charlotte,Carolina,28273-3409,"4-year, Private for-profit",1204.0,Private,for profit,0
2538,University of Phoenix-Chattanooga Campus,www.phoenix.edu,1208 Pointe Centre Drive,Chattanooga,Tennessee,37421-3707,"4-year, Private for-profit",184.0,Private,for profit,0
2539,University of Phoenix-Cheyenne Campus,www.phoenix.edu,6900 Yellowtail Road,Cheyenne,Wyoming,82009-6102,"4-year, Private for-profit",12.0,Private,for profit,0
2540,University of Phoenix-Chicago Campus,www.phoenix.edu,Suite 700,Schaumburg,Illinois,60173-4399,"4-year, Private for-profit",1223.0,Private,for profit,0
2541,University of Phoenix-Cincinnati Campus,www.phoenix.edu,Suite 250,West Chester,Ohio,45069-4875,"4-year, Private for-profit",155.0,Private,for profit,0
2542,University of Phoenix-Cleveland Campus,www.phoenix.edu,Suite 130,Independence,Ohio,44131-2194,"4-year, Private for-profit",538.0,Private,for profit,0
2543,University of Phoenix-Columbia Campus,www.phoenix.edu,1001 Pinnacle Point Drive,Columbia,Carolina,29223-5733,"4-year, Private for-profit",465.0,Private,for profit,0
2544,University of Phoenix-Columbus Georgia Campus,www.phoenix.edu,Suite E,Columbus,Georgia,31904-6321,"4-year, Private for-profit",776.0,Private,for profit,0
2545,University of Phoenix-Columbus Ohio Campus,www.phoenix.edu,8415 Pulsar Place,Columbus,Ohio,43240-4032,"4-year, Private for-profit",224.0,Private,for profit,0
2546,University of Phoenix-Dallas Fort Worth Campus,www.phoenix.edu,Suite 200,Dallas,Texas,75251-2009,"4-year, Private for-profit",1482.0,Private,for profit,0
2547,University of Phoenix-Denver Campus,www.phoenix.edu,10004 Park Meadows Drive,Lone Tree,Colorado,80124-5453,"4-year, Private for-profit",2373.0,Private,for profit,0
2548,University of Phoenix-Des Moines Campus,www.phoenix.edu,6600 Westown Parkway,West Des Moines,Iowa,50266-7724,"4-year, Private for-profit",24.0,Private,for profit,0
2549,University of Phoenix-Eastern Washington Campus,www.phoenix.edu,8775 E. Mission Avenue,Spokane Valley,Washington,99212-2531,"4-year, Private for-profit",49.0,Private,for profit,0
2550,University of Phoenix-Fairfield County Campus,www.phoenix.edu,535 Connecticut Ave,Norwalk,Connecticut,06854-1700,"4-year, Private for-profit",100.0,Private,for profit,0
2551,University of Phoenix-Harrisburg Campus,www.phoenix.edu,4050 Crums Mill Rd,Harrisburg,Pennsylvania,17112-2894,"4-year, Private for-profit",38.0,Private,for profit,0
2552,University of Phoenix-Hawaii Campus,www.phoenix.edu,827 Fort Street,Honolulu,Hawaii,96813-4317,"4-year, Private for-profit",993.0,Private,for profit,0
2553,University of Phoenix-Houston Westside Campus,www.phoenix.edu,Suite 100,Houston,Texas,77079-2004,"4-year, Private for-profit",2949.0,Private,for profit,0
2554,University of Phoenix-Idaho Campus,www.phoenix.edu,Suite 150,Meridian,Idaho,83642-3014,"4-year, Private for-profit",564.0,Private,for profit,0
2555,University of Phoenix-Indianapolis Campus,www.phoenix.edu,Ste. 100 & 500,Indianapolis,Indiana,46250-1932,"4-year, Private for-profit",358.0,Private,for profit,0
2556,University of Phoenix-Jersey City Campus,www.phoenix.edu,100 Town Square Place Suite 305,Jersey City,Jersey,07310-2778,"4-year, Private for-profit",343.0,Private,for profit,0
2557,University of Phoenix-Kansas City Campus,www.phoenix.edu,901 E. 104th Street Suite 200,Kansas City,Missouri,64131-4517,"4-year, Private for-profit",807.0,Private,for profit,0
2558,University of Phoenix-Las Vegas Campus,www.phoenix.edu,7455 W. Washington Street,Las Vegas,Nevada,89128-4337,"4-year, Private for-profit",3288.0,Private,for profit,0
2559,University of Phoenix-Little Rock Campus,www.phoenix.edu/campus-locations/AR/Little-Rock/little-rock.aspx,10800 Financial Centre Parkway,Little Rock,Arkansas,72211-3500,"4-year, Private for-profit",814.0,Private,for profit,0
2560,University of Phoenix-Louisiana Campus,www.phoenix.edu/,One Galleria Blvd. Suite 725,Metairie,Louisiana,70001-2082,"4-year, Private for-profit",2006.0,Private,for profit,0
2561,University of Phoenix-Louisville Campus,www.phoenix.edu/,Suite 120,Louisville,Kentucky,40223-3839,"4-year, Private for-profit",122.0,Private,for profit,0
2562,University of Phoenix-Madison Campus,www.phoenix.edu,2310 Crossroads Dr. Ste 3000,Madison,Wisconsin,53718-2416,"4-year, Private for-profit",82.0,Private,for profit,0
2563,University of Phoenix-Maryland Campus,www.phoenix.edu,Suite 100,Columbia,Maryland,21045-5424,"4-year, Private for-profit",812.0,Private,for profit,0
2564,University of Phoenix-Memphis Campus,www.phoenix.edu,Suite 100,Cordova,Tennessee,38018-7290,"4-year, Private for-profit",974.0,Private,for profit,0
2565,University of Phoenix-Metro Detroit Campus,www.phoenix.edu,5480 Corporate Drive Suite 240,Troy,Michigan,48098-2623,"4-year, Private for-profit",2669.0,Private,for profit,0
2566,University of Phoenix-Milwaukee Campus,www.phoenix.edu,20075 Watertower Blvd,Brookfield,Wisconsin,53045-6608,"4-year, Private for-profit",476.0,Private,for profit,0
2567,University of Phoenix-Minneapolis/St Paul Campus,www.phoenix.edu,Suite 1000,Saint Louis Park,Minnesota,55426-1063,"4-year, Private for-profit",306.0,Private,for profit,0
2568,University of Phoenix-Nashville Campus,www.phoenix.edu,Suite 150,Nashville,Tennessee,37214-5048,"4-year, Private for-profit",975.0,Private,for profit,0
2569,University of Phoenix-New Mexico Campus,www.phoenix.edu,5700 Pasadena NE,Albuquerque,Mexico,87113-1570,"4-year, Private for-profit",4357.0,Private,for profit,0
2570,University of Phoenix-North Florida Campus,www.phoenix.edu,200,Jacksonville,Florida,32216-0959,"4-year, Private for-profit",1356.0,Private,for profit,0
2571,University of Phoenix-Northern Nevada Campus,www.phoenix.edu,Suite 102,Reno,Nevada,89511-2040,"4-year, Private for-profit",640.0,Private,for profit,0
2572,University of Phoenix-Northern Virginia Campus,www.phoenix.edu,Suite 200,Reston,Virginia,20190-4742,"4-year, Private for-profit",441.0,Private,for profit,0
2573,University of Phoenix-Northwest Arkansas Campus,www.phoenix.edu,Barrington Centre 2,Rogers,Arkansas,72756-9615,"4-year, Private for-profit",447.0,Private,for profit,0
2574,University of Phoenix-Northwest Indiana Campus,www.phoenix.edu,8401 Ohio Street,Merrillville,Indiana,46410-5572,"4-year, Private for-profit",,Private,for profit,0
2575,University of Phoenix-Oklahoma City Campus,www.phoenix.edu,Suite 100,Oklahoma City,Oklahoma,73116-8244,"4-year, Private for-profit",846.0,Private,for profit,0
2576,University of Phoenix-Omaha Campus,www.phoenix.edu,13321 California Street Suite 200,Omaha,Nebraska,68154-5240,"4-year, Private for-profit",60.0,Private,for profit,0
2577,University of Phoenix-Online Campus,www.uopxonline.com,3157 E. Elwood Street,Phoenix,Arizona,85034-7209,"4-year, Private for-profit",301323.0,Private,for profit,0
2578,University of Phoenix-Oregon Campus,www.phoenix.edu,Suite 500,Tigard,Oregon,97223-8368,"4-year, Private for-profit",1329.0,Private,for profit,0
2579,University of Phoenix-Philadelphia Campus,www.phoenix.edu,Ste. 200,Wayne,Pennsylvania,19087-2121,"4-year, Private for-profit",911.0,Private,for profit,0
2580,University of Phoenix-Phoenix-Hohokam Campus,www.phoenix.edu,4635 East Elwood Street,Phoenix,Arizona,85040-1958,"4-year, Private for-profit",5868.0,Private,for profit,0
2581,University of Phoenix-Pittsburgh Campus,www.phoenix.edu,Suite 100,Pittsburgh,Pennsylvania,15276-0109,"4-year, Private for-profit",81.0,Private,for profit,0
2582,University of Phoenix-Puerto Rico Campus,www.phoenix.edu,Ste. 700,Guaynabo,Rico,00968-3003,"4-year, Private for-profit",2907.0,Private,for profit,0
2583,University of Phoenix-Raleigh Campus,www.phoenix.edu,Ste. 390,Raleigh,Carolina,27606-4166,"4-year, Private for-profit",523.0,Private,for profit,0
2584,University of Phoenix-Richmond Campus,www.phoenix.edu,6600 W. Broad Street,Richmond,Virginia,23230-1709,"4-year, Private for-profit",117.0,Private,for profit,0
2585,University of Phoenix-Sacramento Valley Campus,www.phoenix.edu,Suite 200,Sacramento,California,95833-3632,"4-year, Private for-profit",3933.0,Private,for profit,0
2586,University of Phoenix-San Antonio Campus,www.phoenix.edu,8200 IH-10 West Suite 910,San Antonio,Texas,78230-3876,"4-year, Private for-profit",799.0,Private,for profit,0
2587,University of Phoenix-San Diego Campus,www.phoenix.edu,3890 Murphy Canyon Road Suite 100,San Diego,California,92123-4448,"4-year, Private for-profit",3367.0,Private,for profit,0
2588,University of Phoenix-Savannah Campus,www.phoenix.edu,8001 Chatham Center Drive Suite 200,Savannah,Georgia,31405-7400,"4-year, Private for-profit",585.0,Private,for profit,0
2589,University of Phoenix-South Florida Campus,www.phoenix.edu,600 N. Pine Island Road Suite 500,Plantation,Florida,33324-1393,"4-year, Private for-profit",2560.0,Private,for profit,0
2590,University of Phoenix-Southern Arizona Campus,www.phoenix.edu,300 S. Craycroft Road,Tucson,Arizona,85711-4574,"4-year, Private for-profit",2325.0,Private,for profit,0
2591,University of Phoenix-Southern California Campus,www.phoenix.edu,Suite 500,Costa Mesa,California,92626-3079,"4-year, Private for-profit",12339.0,Private,for profit,0
2592,University of Phoenix-Southern Colorado Campus,www.phoenix.edu,5725 Mark Dabling Blvd.,Colorado Springs,Colorado,80919-2221,"4-year, Private for-profit",594.0,Private,for profit,0
2593,University of Phoenix-Springfield  Campus,www.phoenix.edu,1343 E. Kingsley Street,Springfield,Missouri,65804-7216,"4-year, Private for-profit",125.0,Private,for profit,0
2594,University of Phoenix-St Louis Campus,www.phoenix.edu,Ste. 102,Saint Louis,Missouri,63043-4828,"4-year, Private for-profit",460.0,Private,for profit,0
2595,University of Phoenix-Tulsa Campus,www.phoenix.edu,Suite 102,Tulsa,Oklahoma,74146-3801,"4-year, Private for-profit",826.0,Private,for profit,0
2596,University of Phoenix-Utah Campus,www.phoenix.edu,5373 S. Green Street,Salt Lake City,Utah,84123-4617,"4-year, Private for-profit",3396.0,Private,for profit,0
2597,University of Phoenix-Washington DC Campus,www.phoenix.edu,25 Massachusetts Avenue NW,Washington,Columbia,20001-1431,"4-year, Private for-profit",27.0,Private,for profit,0
2598,University of Phoenix-West Florida Campus,www.phoenix.edu,Suite 200,Temple Terrace,Florida,33637-1915,"4-year, Private for-profit",983.0,Private,for profit,0
2599,University of Phoenix-West Michigan Campus,www.phoenix.edu,NW,Grand Rapids,Michigan,49544-1683,"4-year, Private for-profit",549.0,Private,for profit,0
2600,University of Phoenix-Western Washington Campus,www.phoenix.edu,7100 Fort Dent Way,Tukwila,Washington,98188-8559,"4-year, Private for-profit",802.0,Private,for profit,0
2601,University of Phoenix-Wichita Campus,www.phoenix.edu,Suite 150,Wichita,Kansas,67226-4011,"4-year, Private for-profit",143.0,Private,for profit,0
2602,University of Pittsburgh-Bradford,www.upb.pitt.edu/,300 Campus Drive,Bradford,Pennsylvania,16701,"4-year, Public",1502.0,Public,not-for-profit,0
2603,University of Pittsburgh-Greensburg,www.upg.pitt.edu,150 Finoli Drive,Greensburg,Pennsylvania,15601,"4-year, Public",1826.0,Public,not-for-profit,0
2604,University of Pittsburgh-Johnstown,www.upj.pitt.edu,450 Schoolhouse Road,Johnstown,Pennsylvania,15904,"4-year, Public",3032.0,Public,not-for-profit,0
2605,University of Pittsburgh-Pittsburgh Campus,www.pitt.edu,4200 Fifth Avenue,Pittsburgh,Pennsylvania,15260,"4-year, Public",27562.0,Public,not-for-profit,0
2606,University of Portland,www.up.edu,5000 N Willamette Blvd,Portland,Oregon,97203-5798,"4-year, Private not-for-profit",3661.0,Private,not-for-profit,0
2607,University of Puerto Rico at Cayey,www.cayey.upr.edu,205 Antonio R. Barcelo Ave.,Cayey,Rico,00736-9997,"4-year, Public",3739.0,Public,not-for-profit,0
2608,University of Puerto Rico in Ponce,www.uprp.edu,2151 Santiago de los Caballeros Avenue,Ponce,Rico,00716-9996,"4-year, Public",3232.0,Public,not-for-profit,0
2609,University of Puerto Rico-Aguadilla,www.uprag.edu,Belt St.,Ramey,Rico,00604-0160,"4-year, Public",3036.0,Public,not-for-profit,0
2610,University of Puerto Rico-Arecibo,upra.edu,Finca las Dunas Carr 653 Ruta 129 Km 8,Arecibo,Rico,00614-4010,"4-year, Public",4094.0,Public,not-for-profit,0
2611,University of Puerto Rico-Bayamon,www.uprb.edu/,Road 174 #170 Minillas Industrial Park,Bayamon,Rico,00959,"4-year, Public",5014.0,Public,not-for-profit,0
2612,University of Puerto Rico-Carolina,www.uprc.edu,Carretera 887 Bo San Anton,Carolina,Rico,00984-4800,"4-year, Public",4240.0,Public,not-for-profit,0
2613,University of Puerto Rico-Humacao,www.uprh.edu,100 Road 908,Humacao,Rico,00791,"4-year, Public",4744.0,Public,not-for-profit,0
2614,University of Puerto Rico-Mayaguez,www.uprm.edu,Post St,Mayaguez,Rico,00681,"4-year, Public",13324.0,Public,not-for-profit,0
2615,University of Puerto Rico-Medical Sciences Campus,www.rcm.upr.edu,Americo Miranda Avenue,San Juan,Rico,00936-5067,"4-year, Public",2319.0,Public,not-for-profit,0
2616,University of Puerto Rico-Rio Piedras Campus,www.uprrp.edu,Ponce de Leon  Ave,Rio Piedras,Rico,00931-3300,"4-year, Public",18653.0,Public,not-for-profit,0
2617,University of Puerto Rico-Utuado,www.uprutuado.edu,Carr. # 10 Km. 52.2,Utuado,Rico,00641,"4-year, Public",1682.0,Public,not-for-profit,0
2618,University of Puget Sound,www.ups.edu,1500 N Warner,Tacoma,Washington,98416,"4-year, Private not-for-profit",2844.0,Private,not-for-profit,0
2619,University of Redlands,www.redlands.edu,1200 E. Colton Ave,Redlands,California,92373-0999,"4-year, Private not-for-profit",4317.0,Private,not-for-profit,0
2620,University of Rhode Island,www.uri.edu/,,Kingston,Island,02881,"4-year, Public",15904.0,Public,not-for-profit,0
2621,University of Richmond,www.richmond.edu,28 Westhampton Way,Richmond,Virginia,23173,"4-year, Private not-for-profit",4249.0,Private,not-for-profit,0
2622,University of Rio Grande,www.rio.edu,218 N College Ave,Rio Grande,Ohio,45674,"4-year, Private not-for-profit",1967.0,Private,not-for-profit,0
2623,University of Rochester,www.rochester.edu,240 Wallis Hall,Rochester,York,14627-0011,"4-year, Private not-for-profit",9735.0,Private,not-for-profit,0
2624,University of Sacred Heart,www.sagrado.edu,Calle Rosales Esq San Antonio Pda 26 1/2,Santurce,Rico,00907,"4-year, Private not-for-profit",5666.0,Private,not-for-profit,0
2625,University of Saint Francis-Ft Wayne,www.sf.edu,2701 Spring St,Fort Wayne,Indiana,46808-3994,"4-year, Private not-for-profit",2112.0,Private,not-for-profit,0
2626,University of Saint Mary,www.stmary.edu,4100 S 4th St Trafficway,Leavenworth,Kansas,66048-5082,"4-year, Private not-for-profit",955.0,Private,not-for-profit,0
2627,University of Saint Mary of the Lake,www.vocations.org,1000 E Maple Ave,Mundelein,Illinois,60060-1174,"4-year, Private not-for-profit",213.0,Private,not-for-profit,0
2628,University of San Diego,www.sandiego.edu,5998 Alcala Park,San Diego,California,92110-2492,"4-year, Private not-for-profit",7832.0,Private,not-for-profit,0
2629,University of San Francisco,www.usfca.edu,2130 Fulton St,San Francisco,California,94117-1080,"4-year, Private not-for-profit",8750.0,Private,not-for-profit,0
2630,University of Science and Arts of Oklahoma,www.usao.edu,17th Street and Grand Avenue,Chickasha,Oklahoma,73018-5322,"4-year, Public",1174.0,Public,not-for-profit,0
